,lon,lat,name
0,135.76802899993842,35.01163600000143,祇園祭
1,135.76802899993842,35.01163600000143,葵祭
2,135.76802899993842,35.01163600000143,時代祭
3,135.76802899993842,35.01163600000143,京都市
4,135.72924300096383,35.03937000102479,鹿苑寺（金閣寺）
5,135.74600300043824,35.04389099907041,大徳寺
6,135.72932700034085,35.03935500033305,御室のサクラ
7,135.76212500016868,35.02541399955646,京都御所
8,135.7653000008944,35.021530000309326,仙洞御所
9,135.75559699950202,35.02124699984921,京懐石
10,135.75559699950202,35.02124699984921,川床の京料理
11,135.79380199956267,35.01124499905751,南禅寺
13,135.79820600030678,35.027020999019946,慈照寺（銀閣寺）
14,135.78242600015983,35.01598199986944,平安神宮
15,135.76851199972907,35.064383999821814,円通寺
16,135.8036399999861,35.05394099937769,修学院離宮庭園
17,135.74821800006077,35.01423000091387,二条城
18,135.7850459995733,34.99485599960474,清水寺
19,135.77171299895576,34.987885000092724,蓮華王院（三十三間堂）
20,135.77379377925956,34.97635588841359,東福寺
21,135.7785259992755,35.00363399970939,八坂神社
22,135.7771319997421,35.0037759999625,祇園界隈
23,135.78043299998308,35.00027999972224,産寧坂の街並み
24,135.77311599980362,34.98998900089174,京都国立博物館
25,135.77238399932222,35.00350199901811,南座で上演される歌舞伎
26,135.77593400025398,35.00165099999373,都をどり（祇園甲部歌舞練場）
27,135.7584209993297,34.991007999319784,真宗本廟（東本願寺）
28,135.7516719992634,34.9913809994336,本願寺（西本願寺）
29,135.74769400017806,34.98035700007557,教王護国寺（東寺）
30,135.7182630000375,35.03449399919873,龍安寺
31,135.67369000039332,35.01585300021583,天龍寺
32,135.72119199931134,35.021248999941456,妙心寺
33,135.70862399889847,35.016803000857855,東映太秦映画村
34,135.81958000031682,34.951115999703696,醍醐寺
35,135.6833089997107,34.99196399933913,西芳寺（苔寺）
36,135.70957199944826,34.983991000384435,桂離宮
128,135.80769000059308,34.88927099945709,平等院
129,135.80876699989722,34.888351001097874,府立宇治公園
130,135.80885100017358,34.88834400077508,観光遊覧
131,135.80604199923894,34.91430599922256,黄檗山萬福寺
132,135.8043050009751,34.91525199968009,宝蔵院
133,135.81915999893488,34.900486999575435,三室戸寺
134,135.81369400047777,34.89002700014601,興聖寺
135,135.80796399883957,34.893260000848386,橋寺放生院
136,135.81115000007253,34.89031899922247,恵心院
137,135.8107249993593,34.89108200023418,宇治神社
138,135.81143899901065,34.89206799893907,宇治上神社
139,135.80593211377607,34.888448165650395,県神社
140,135.81014817150094,34.894075337007216,源氏物語ミュージアム
141,135.80418299984558,34.891029000488054,上林記念館
142,135.80615599999942,34.89102699949649,三休庵宇治茶資料室
143,135.80407899954628,34.87929000053316,歴史資料館
144,135.7961809995536,34.871178999711105,植物公園
145,135.82798999963882,34.88098099937366,天ヶ瀬ダム
146,135.80893800058834,34.89166500013971,匠の館
147,135.80923599904213,34.8887920007503,宇治川（釣り）
148,135.80871499929788,34.88902399975785,市営茶室　対鳳庵
149,135.8050280001421,34.876193999853285,京都府茶業センター
150,135.78492199925094,34.91139399983325,ヤクルト本社京都工場
151,135.78566875670776,34.89587403595806,丸久小山園
152,135.82555555644387,34.913888888261624,日清都カントリークラブ
153,135.8148830004502,34.91847699911426,宇治カントリークラブ
154,135.80893100026552,34.87048699927567,山城総合運動公園太陽が丘
155,135.83333333416613,34.87944444380611,天ヶ瀬森林公園
156,135.85583214054085,34.933958035834735,総合野外活動センターアクトパル宇治
157,135.86267200001282,34.91305900017278,京都ＹＭＣＡリトリートセンター
158,135.85131400054078,34.9292379998339,京都笠取国際射撃場
159,135.80681699990464,34.911447000478745,青少年文化研修道場
160,135.80604199923894,34.91430599922256,普茶料理　萬福寺
161,135.80876699989722,34.888351001097874,宇治川さくらまつり
162,135.80604199923894,34.91430599922256,全国煎茶道大会
163,135.80593210028619,34.888448170147,県まつり
164,135.80923599904213,34.8887920007503,宇治川の鵜飼
165,135.79985399986228,34.8844609997754,宇治川花火大会
166,135.80886100063472,34.88991100019257,全国有名盆踊り大会
167,135.80886100063472,34.88991100019257,宇治灯り絵巻
168,135.81369400047777,34.89002700014601,宇治茶まつり
169,135.80604199923894,34.91430599922256,月見の夕べ
170,135.7964629999675,34.912133999784324,宇治駐屯地一般公開
171,135.80473704068194,34.87957039026133,宇治文化センター
172,135.79985399986228,34.8844609997754,源氏ろまん
173,135.79985399986228,34.8844609997754,宇治十帖スタンプラリー
174,135.8039840005613,34.86964500001682,京都大作戦
175,135.8039840005613,34.86964500001682,第２６回宇治川マラソン大会
247,135.69711000032638,34.94415306081516,向日神社
248,135.69946305577548,34.94933000097882,向日市文化資料館
249,135.69776805585116,34.943699999455475,向日市天文館
250,135.69711000032638,34.944153056318555,向日神社夏越の祓
251,135.69711000032638,34.944153056318555,向日神社例大祭
252,135.69711000032638,34.944153056318555,向日神社御火焚き祭
253,135.69711000032638,34.944153056318555,桜まつり
254,135.68805555581935,34.95833333341665,竹の径散策道
255,135.68805559988607,34.958333330718695,竹の径・かぐやの夕べ
256,135.69711000032638,34.944153056318555,向日神社古神礼焚上祭
257,135.69711000032638,34.944153056318555,向日神社節分祭
258,135.69711000032638,34.944153056318555,向日神社稲荷社初午祭
259,135.69711000032638,34.944153056318555,向日神社観月祭
260,135.70284699958935,34.941474000224964,長岡宮朝堂院西第四堂跡
261,135.69893000061904,34.94661611144443,向日市まつり
262,135.69893000061904,34.94661611144443,ＫＡＲＡ−１
263,135.70825499986836,34.95472099957453,ＪＲふれあいハイキング
264,135.69711000032638,34.94415306081516,氏子祭
265,135.6869179997659,34.92262699983621,長岡天満宮
266,135.6751796275379,34.93841171962521,光明寺
267,135.65198738361096,34.91492791369234,楊谷寺
268,135.68907100012666,34.936292000475476,乙訓寺
269,135.7011349997805,34.916641000781624,勝龍寺
270,135.70069099998975,34.91810799918488,勝竜寺城公園
271,135.69931109013478,34.91103085269174,中山修一記念館
272,135.6583479997604,34.93282500067329,西山キャンプ場
273,135.69839754081397,34.91995435680815,長岡京市立神足ふれあい町家（旧石田家住宅）
274,135.70069099998975,34.91810799918488,ガラシャ祭
275,135.6942777770978,34.90961111096408,サントリー京都ビール工場
276,135.67622299939194,34.934278000229604,西山グリーンハウス
277,135.68836100065968,34.94283299904373,辻観光農園（いも掘り）
278,135.6860419629663,34.940864755404164,長岡京市井ノ内観光（いも掘り）
279,135.6731666660089,34.92275000101177,みかん狩り
280,135.74777777742258,34.86805555442038,流れ橋
281,135.69714650021092,34.89044849979848,淀川河川公園背割堤地区
282,135.70007408485114,34.879750663862126,石清水八幡宮
283,135.7048119993743,34.862989000641896,松花堂庭園
284,135.7048119993743,34.862989000641896,松花堂美術館
285,135.69991400013112,34.863756000039416,こども動物園
286,135.74378397814814,34.866042008332045,四季彩館
287,135.6957580000318,34.879596000255276,男山レクリェーションセンター
288,135.74391239324243,34.86213455476593,八幡市民スポーツ公園
289,135.70144600063247,34.882481000198034,やわた太鼓まつり
290,135.70762347524328,34.874661763729485,八幡市文化センター
488,135.67964305638202,34.89556500012469,アサヒビール大山崎山荘美術館
489,135.682099253278,34.89813996238939,観音寺
490,135.67728499980296,34.90954700099337,小倉神社
491,135.68285694559165,34.89264611192857,歴史資料館
492,135.6785213868526,34.89540657375443,宝積寺
493,135.67866500048945,34.901698000562305,天王山ハイキングコース
494,135.67950399961,34.891813000669515,離宮八幡宮
495,135.74350200021718,34.883392999986995,コカ・コーラウエスト（株）エコラ館
496,135.74828600049864,34.881863000477146,ＫＴＣものづくり技術館
497,135.73963312217094,34.904753664849814,前川桜並木
514,135.87517100084108,34.87681999994311,禅定寺
